Gen Index, Gen Bus, Upper Bound,1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
1, 30, 250.0, 0.0,0.0,-15.0,0.0,62.0,125.0,188.0,250.0,250.0,250.0 
2, 31, 760.0, 0.0,0.0,0.0,0.0,0.0,0.0,-90.0,0.0,380.0,760.0 
3, 32, 767.0, 0.0,0.0,0.0,0.0,0.0,0.0,-95.0,0.0,230.0,460.0 
4, 33, 1068.0, 0.0,0.0,0.0,0.0,-120.0,0.0,1068.0,1068.0,1068.0,0.0 
5, 34, 982.0, 0.0,0.0,0.0,0.0,0.0,-110.0,0.0,589.0,982.0,393.0 
6, 35, 986.9999999999999, 0.0,0.0,0.0,0.0,0.0,0.0,-115.0,0.0,395.0,790.0 
7, 36, 932.0, 0.0,0.0,0.0,0.0,0.0,0.0,-125.0,0.0,466.0,932.0 
8, 37, 882.0, 0.0,0.0,0.0,0.0,0.0,-100.0,-0.0,882.0,882.0,491.0 
9, 38, 1531.0, 0.0,0.0,0.0,0.0,0.0,0.0,-170.0,0.0,766.0,1531.0 
10, 39, 250.0, 0.0,0.0,62.0,125.0,188.0,250.0,250.0,250.0,250.0,250.0 
