Bus Index, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
1, 0.0,0.95,0.9707535261221252,0.9990600680700443,1.0483929454931578,1.0394515089394936,0.9736522248158023,0.9754786747954596,1.0243141803157858,0.9638281427175721 
2, 0.0,0.0,0.9765645190385515,1.05,1.05,1.05,0.9999523680164413,0.9989316884340177,1.026792785545609,0.9593904522327581 
3, 0.0,0.0,0.0,0.95,0.95,1.05,0.9953323546222076,0.9909021690058288,1.0188718926926974,0.95 
4, 0.0,0.0,0.0,0.0,0.95,1.0400195569169275,1.028922784352424,1.024918266416133,1.0332774264297766,1.017827621147071 
5, 0.0,0.0,0.0,0.0,0.0,1.05,1.0395123950629006,1.0377306751945607,1.0458614816811502,1.0308337304712043 
6, 0.0,0.0,0.0,0.0,0.9532727652229682,1.0494158419177517,1.0419337237241388,1.040827685085928,1.0472795823925667,1.0341355982604397 
7, 0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95 
8, 0.0,0.0,0.95,0.95,0.95,1.034639755821293,1.012349374507895,1.0103053851409383,1.0253538076977569,1.0034015477798395 
9, 0.0,0.95,0.9563008392650076,0.9607807126965524,1.007674166,1.03752303970685,0.9896077247952062,0.987658756203838,1.026167343918857,0.9826351307154703 
10, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04374608068139,1.043831412386235,1.0326980045914558 
11, 0.0,0.0,0.0,0.0,0.0,1.0434393638170973,1.0432685146175458,1.0430396907530297,1.0450519688118005,1.032811061176028 
12, 0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,1.05,1.0311873670410412 
13, 0.0,0.0,0.0,0.0,0.0,0.0,1.043610213016649,1.043839036881165,1.0437582788223945,1.0319510308692903 
14, 0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95 
15, 0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0499068680634482,1.044092343492473,0.95 
16, 0.0,0.0,0.0,0.0,0.0,0.0,1.04810811,1.0490229477637234,1.0460977694595432,0.9662561374118399 
17, 0.0,0.0,0.0,0.0,0.0,0.95,1.049569449991759,1.05,1.0476684376998462,0.9632267536881435 
18, 0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,1.0471542287706,0.9568142510841083 
19, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0314721244274982,1.0286592381995199,0.9997170625023749 
20, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584027612023152,0.95 
21, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.0488260714190336,0.9597480444827496 
22, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.9680080166968622 
23, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0370722701552542,0.9609707475027168 
24, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,1.05,0.9703558498504867 
25, 0.0,0.0,0.0,1.05,1.0220256613210057,1.037823005423885,1.05,1.0468298014632444,1.05,0.9921569640954762 
26, 0.0,0.0,0.0,0.0,1.0344930468549374,1.0469523058363503,1.05,1.05,1.05,0.981242760455087 
27, 0.0,0.0,0.0,0.0,0.0,0.0,1.0480050105389966,1.0473520891105004,1.0455817057244972,0.9659092343054929 
28, 0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0296406350658454,1.0295296271320704,0.9749272033971862 
29, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9727357010605195 
30, 0.0,0.0,0.95,1.039035519941423,1.035267544985333,1.0391159504947072,0.9967348195643074,0.996739283731013,1.0180436866337081,0.95 
31, 0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95 
32, 0.0,0.0,0.0,0.0,0.0,0.9519642900814358,0.9707857226900317,0.9663237578159598,0.95,0.95 
33, 0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95 
34, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.9721450435744897 
35, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0163028514151475,1.0223319861930682,0.95 
36, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837999902670226,1.0259835000693718,0.95 
37, 0.0,0.0,0.0,0.0,0.95,0.9632658988798904,0.9800290365714285,0.9770097998697566,0.9800290365714285,0.95 
38, 0.0,0.0,0.0,0.0,0.95,0.95,0.95,0.95,0.95,0.95 
39, 0.95,0.95,0.95,0.95,1.02733645970134,1.0163289686684032,0.95,0.95,1.0057927805357134,0.95 
