Branch Index, From/To, To/From, 1, 2, 3, 4, 5
(1, 101, 102), 0.0,0.0,0.0,0.13941496527464434,-0.12078408074729338 
(1, 102, 101), 0.0,0.0,0.0,-0.13941496527464434,0.12078408074729338 
(2, 101, 103), 0.0,0.0,0.0,0.0,0.0 
(2, 103, 101), 0.0,0.0,0.0,0.0,0.0 
(3, 101, 105), 0.71,0.7100000000000242,0.71,0.13916976451793772,0.8467840807472928 
(3, 105, 101), -0.71,-0.7100000000000242,-0.71,-0.13916976451793772,-0.8467840807472928 
(4, 102, 104), 0.47200000000000025,0.47200000000000003,0.4719999999999999,0.472,0.472 
(4, 104, 102), -0.47200000000000025,-0.47200000000000003,-0.4719999999999999,-0.472,-0.472 
(5, 102, 106), 0.8670000000000002,0.9869999999999999,0.4307575854830239,0.16641496527464184,0.666215919252706 
(5, 106, 102), -0.8670000000000002,-0.9869999999999999,-0.4307575854830239,-0.16641496527464184,-0.666215919252706 
(6, 103, 109), -1.1849999999999994,-1.185,-1.1849999999999998,-1.185,-1.1849999999999992 
(6, 109, 103), 1.1849999999999994,1.185,1.1849999999999998,1.185,1.1849999999999992 
(7, 104, 109), 0.0,0.0,0.0,0.0,0.0 
(7, 109, 104), 0.0,0.0,0.0,0.0,0.0 
(8, 105, 110), 0.0,2.4202861936828413e-14,0.0,-0.5708302354820622,0.13678408074729287 
(8, 110, 105), 0.0,-2.4202861936828413e-14,0.0,0.5708302354820622,-0.13678408074729287 
(9, 106, 110), -0.4929999999999999,-0.3730000000000002,-0.9292424145169762,-1.1935850347253583,-0.6937840807472941 
(9, 110, 106), 0.4929999999999999,0.3730000000000002,0.9292424145169762,1.1935850347253583,0.6937840807472941 
(10, 107, 108), 0.0,0.0,0.0,-2.5757174171303632e-14,0.028941269400972303 
(10, 108, 107), 0.0,0.0,0.0,2.5757174171303632e-14,-0.028941269400972303 
(11, 107, 203), 1.2006370115333005,2.3,2.3,2.3000000000000256,2.2710587305990266 
(11, 203, 107), -1.2006370115333005,-2.3,-2.3,-2.3000000000000256,-2.2710587305990266 
(12, 108, 109), 0.0,0.0,0.0,0.0,0.0 
(12, 109, 108), 0.0,0.0,0.0,0.0,0.0 
(13, 108, 110), -1.71,-1.71,-1.71,-1.7100000000000257,-1.6810587305990277 
(13, 110, 108), 1.71,1.71,1.71,1.7100000000000257,1.6810587305990277 
(14, 111, 113), 0.0,0.0,2.537256739418033,2.272901013622415,1.037640832213176 
(14, 113, 111), 0.0,0.0,-2.537256739418033,-2.272901013622415,-1.037640832213176 
(15, 111, 114), 1.3500311979441904e-13,1.3500311979441904e-13,-2.537256739418033,-2.272901013622414,-1.0376408322131758 
(15, 114, 111), -1.3500311979441904e-13,-1.3500311979441904e-13,2.537256739418033,2.272901013622414,1.0376408322131758 
(16, 112, 113), 0.0,-3.0943099356398776,-4.07233240909773,-4.5292787075476815,-3.5490566868815674 
(16, 113, 112), 0.0,3.0943099356398776,4.07233240909773,4.5292787075476815,3.5490566868815674 
(17, 112, 123), -7.087178900875514,-3.87297089366395,-3.450924330320302,-3.8296223060747328,-3.5745841453316087 
(17, 123, 112), 7.087178900875514,3.87297089366395,3.450924330320302,3.8296223060747328,3.5745841453316087 
(18, 113, 123), 0.3871789008755154,-2.608309935639877,-1.5990756696796968,-1.7703776939252678,-2.025415854668389 
(18, 123, 113), -0.3871789008755154,2.608309935639877,1.5990756696796968,1.7703776939252678,2.025415854668389 
(19, 113, 215), 0.0,0.0,0.0,0.0,0.0 
(19, 215, 113), 0.0,0.0,0.0,0.0,0.0 
(20, 114, 116), 1.3500311979441904e-13,1.3500311979441904e-13,-4.477256739418033,-4.212901013622414,-2.9776408322131758 
(20, 116, 114), -1.3500311979441904e-13,-1.3500311979441904e-13,4.477256739418033,4.212901013622414,2.9776408322131758 
(21, 115, 116), -1.4999999999999996,-1.4999999999996696,-3.0499999999999994,-1.3799999999999997,-3.05 
(21, 116, 115), 1.4999999999999996,1.4999999999996696,3.0499999999999994,1.3799999999999997,3.05 
(22, 115, 121), 0.0,0.0,0.0,0.0,0.0 
(22, 121, 115), 0.0,0.0,0.0,0.0,0.0 
(23, 115, 121), 0.0,0.0,0.0,0.0,0.0 
(23, 121, 115), 0.0,0.0,0.0,0.0,0.0 
(24, 115, 124), 0.0,-1.700029006457271e-16,-1.2576745200831851e-16,8.847089727481716e-17,1.3877787807814457e-17 
(24, 124, 115), 0.0,1.700029006457271e-16,1.2576745200831851e-16,-8.847089727481716e-17,-1.3877787807814457e-17 
(25, 116, 117), -3.3739999999998647,-3.3739999999995343,-9.401256739418033,-7.466901013622413,-7.901640832213175 
(25, 117, 116), 3.3739999999998647,3.3739999999995343,9.401256739418033,7.466901013622413,7.901640832213175 
(26, 116, 119), 2.4240000000000004,2.4240000000000004,2.4240000000000004,2.4240000000000004,2.4240000000000004 
(26, 119, 116), -2.4240000000000004,-2.4240000000000004,-2.4240000000000004,-2.4240000000000004,-2.4240000000000004 
(27, 117, 118), 0.0,0.0,-0.21999999999999975,-1.1609999999999996,-5.58519397438036 
(27, 118, 117), 0.0,0.0,0.21999999999999975,1.1609999999999996,5.58519397438036 
(28, 117, 122), -3.3739999999998647,-3.3739999999995343,-9.181256739418032,-6.305901013622414,-2.3164468578328155 
(28, 122, 117), 3.3739999999998647,3.3739999999995343,9.181256739418032,6.305901013622414,2.3164468578328155 
(29, 118, 121), 0.0,0.0,0.0,0.0,-2.6825969871901796 
(29, 121, 118), 0.0,0.0,0.0,0.0,2.6825969871901796 
(30, 118, 121), 0.0,0.0,0.0,0.0,-2.6825969871901796 
(30, 121, 118), 0.0,0.0,0.0,0.0,2.6825969871901796 
(31, 119, 120), 0.64,0.64,0.64,0.64,0.64 
(31, 120, 119), -0.64,-0.64,-0.64,-0.64,-0.64 
(32, 119, 120), 0.64,0.64,0.64,0.64,0.64 
(32, 120, 119), -0.64,-0.64,-0.64,-0.64,-0.64 
(33, 120, 123), 0.0,0.0,0.0,0.0,0.0 
(33, 123, 120), 0.0,0.0,0.0,0.0,0.0 
(34, 120, 123), 0.0,0.0,0.0,0.0,0.0 
(34, 123, 120), 0.0,0.0,0.0,0.0,0.0 
(35, 121, 122), 0.0,0.0,0.0,-2.2551405187698492e-17,-1.4051939743803585 
(35, 122, 121), 0.0,0.0,0.0,2.2551405187698492e-17,1.4051939743803585 
(36, 121, 325), 0.0,0.0,0.0,0.0,0.0 
(36, 325, 121), 0.0,0.0,0.0,0.0,0.0 
(37, 123, 217), 0.0,0.0,0.0,0.0,0.0 
(37, 217, 123), 0.0,0.0,0.0,0.0,0.0 
(38, 201, 202), 0.0,0.0,0.0,0.0,0.0 
(38, 202, 201), 0.0,0.0,0.0,0.0,0.0 
(39, 201, 203), -1.2006370115333003,-0.83,-1.09,-0.13,-0.12999999999999998 
(39, 203, 201), 1.2006370115333003,0.83,1.09,0.13,0.12999999999999998 
(40, 201, 205), 0.71,0.71,0.71,0.71,0.71 
(40, 205, 201), -0.71,-0.71,-0.71,-0.71,-0.71 
(41, 202, 204), 0.74,0.74,0.74,0.74,-0.20999999999999996 
(41, 204, 202), -0.74,-0.74,-0.74,-0.74,0.20999999999999996 
(42, 202, 206), 0.0,0.0,0.0,0.0,0.0 
(42, 206, 202), 0.0,0.0,0.0,0.0,0.0 
(43, 203, 209), 0.0,1.47,1.21,0.2593075556316507,1.183020808400127 
(43, 209, 203), 0.0,-1.47,-1.21,-0.2593075556316507,-1.183020808400127 
(44, 204, 209), 0.0,0.0,0.0,0.0,-0.95 
(44, 209, 204), 0.0,0.0,0.0,0.0,0.95 
(45, 205, 210), 0.0,0.0,0.0,0.0,0.0 
(45, 210, 205), 0.0,0.0,0.0,0.0,0.0 
(46, 206, 210), -1.36,-1.36,-1.36,-1.36,-1.36 
(46, 210, 206), 1.36,1.36,1.36,1.36,1.36 
(47, 207, 208), -0.1499999999999999,-0.81,-0.1499999999999999,-0.1499999999999999,-0.7 
