Load Index, Bus Index, Nominal Value,1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
1, 3, 600.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0 
2, 4, 450.0, 0.0,0.0,0.0,0.0,0.0,0.0,402.0,450.0,450.0,450.0 
3, 7, 233.8, 0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,234.0,234.0 
4, 8, 522.0, 0.0,0.0,0.0,0.0,0.0,0.0,522.0,522.0,522.0,522.0 
5, 12, 120.0, 0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0 
6, 15, 320.0, 0.0,0.0,48.0,125.0,125.0,125.0,125.0,320.0,320.0,320.0 
7, 16, 329.4, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,329.0,329.0 
8, 18, 158.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,158.0,158.0 
9, 20, 680.0, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,680.0,680.0 
10, 21, 274.0, 0.0,0.0,0.0,0.0,0.0,0.0,228.0,274.0,274.0,274.0 
11, 23, 247.5, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,248.0,248.0 
12, 24, 308.6, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,309.0,309.0 
13, 25, 224.00000000000003, 0.0,0.0,0.0,0.0,0.0,0.0,224.0,224.0,224.0,224.0 
14, 26, 139.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,139.0,139.0 
15, 27, 281.0, 0.0,0.0,0.0,0.0,0.0,28.0,28.0,281.0,281.0,281.0 
16, 28, 206.0, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,206.0 
17, 29, 283.5, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,284.0,284.0 
18, 31, 80.0, 0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0 
19, 39, 400.0, 0.0,-0.0,0.0,0.0,0.0,-0.0,400.0,400.0,400.0,400.0 
