Gen Index, Gen Bus, Upper Bound,1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
1, 30, 153.18, 0.0,0.0,-22.0,86.0,65.0,87.0,117.0,122.0,92.0,71.0 
2, 31, 429.8039999999999, 0.0,0.0,0.0,0.0,0.0,3.0,36.0,41.0,12.0,71.0 
3, 32, 446.72200000000004, 0.0,0.0,0.0,0.0,0.0,-115.0,-32.0,-57.0,-144.0,-92.0 
4, 33, 548.208, 0.0,0.0,0.0,0.0,0.0,0.0,-127.0,-122.0,-145.0,87.0 
5, 34, 611.495, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-2.0,125.0 
6, 35, 593.788, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,-11.0,31.0 
7, 36, 568.372, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.0,-41.0,-45.0 
8, 37, 443.468, 0.0,0.0,0.0,0.0,-206.0,-216.0,-216.0,-216.0,-216.0,-105.0 
9, 38, 834.775, 0.0,0.0,0.0,0.0,-113.0,-144.0,-180.0,-305.0,-332.0,-80.0 
10, 39, 574.85, 0.0,0.0,-117.0,-173.0,56.0,-116.0,-173.0,-173.0,2.0,-18.0 
