Bus Index,1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
68, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
124, 0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0 
2, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
89, 0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0 
158, -0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
85, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
160, 0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
170, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
66, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
29, -0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
181, -0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0 
131, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
155, 0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
8, -0.0,-0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
74, 0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0 
95, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
111, -0.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,1.0,1.0 
90, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
78, 1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
159, 0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
31, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
112, 0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0 
