Gen Index, Gen Bus,1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
18, 78, 0.0,0.0,6029.0,12058.0,13746.0,13746.0,12354.0,11479.0,11799.0,13176.0 
30, 180, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
2, 5, 0.0,0.0,-20.0,0.0,620.0,1240.0,1414.0,1414.0,1414.0,1414.0 
16, 69, 0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,0.0,1176.0 
21, 115, 0.0,0.0,-12.0,0.0,373.0,746.0,477.0,104.0,477.0,850.0 
7, 17, 0.0,0.0,-31.0,0.0,856.0,1712.0,988.0,704.0,1560.0,1951.0 
9, 34, 0.0,0.0,2454.0,2454.0,2445.0,2445.0,2445.0,2445.0,2445.0,2454.0 
10, 35, 0.0,0.0,-33.0,0.0,903.0,1805.0,2058.0,2058.0,2058.0,2058.0 
29, 161, 0.0,0.0,-12.0,0.0,347.0,693.0,444.0,790.0,790.0,790.0 
17, 76, 0.0,0.0,4384.0,8768.0,9809.0,8579.0,9996.0,5612.0,9996.0,5612.0 
8, 29, 0.0,0.0,-158.0,0.0,0.0,0.0,0.0,4408.0,0.0,0.0 
22, 117, 0.0,0.0,0.0,0.0,-118.0,0.0,0.0,0.0,0.0,0.0 
4, 10, 0.0,0.0,-45.0,0.0,1250.0,2031.0,2850.0,2850.0,1600.0,350.0 
3, 8, 0.0,0.0,-37.0,0.0,1024.0,1024.0,0.0,0.0,0.0,0.0 
28, 158, 0.0,0.0,-33.0,0.0,929.0,0.0,0.0,929.0,1831.0,2118.0 
20, 111, 0.0,0.0,0.0,0.0,-30.0,0.0,0.0,233.0,1067.0,1900.0 
13, 44, 0.0,0.0,-30.0,0.0,826.0,1057.0,1883.0,1883.0,1883.0,1057.0 
31, 181, 0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0 
15, 64, 0.0,0.0,-72.0,0.0,2012.0,3213.0,3213.0,3213.0,1201.0,3214.0 
1, 3, 0.0,0.0,-21.0,0.0,609.0,1218.0,1389.0,1389.0,1389.0,1389.0 
