Bus Index,1.0, 2.0, 3.0, 4.0, 5.0, 6.0
68, 1.0,1.0,1.0,1.0,1.0,1.0 
124, 1.0,1.0,1.0,1.0,1.0,1.0 
2, 0.0,0.0,1.0,1.0,1.0,1.0 
89, 1.0,1.0,1.0,1.0,1.0,1.0 
158, -0.0,0.0,1.0,1.0,1.0,1.0 
85, 1.0,1.0,1.0,1.0,1.0,1.0 
160, 1.0,1.0,1.0,1.0,1.0,1.0 
170, 1.0,1.0,1.0,1.0,1.0,1.0 
66, 1.0,1.0,1.0,1.0,1.0,1.0 
29, -0.0,0.0,1.0,1.0,1.0,1.0 
181, 0.0,0.0,0.0,0.0,0.0,-0.0 
131, 0.0,0.0,1.0,1.0,1.0,1.0 
155, 1.0,1.0,1.0,1.0,1.0,1.0 
8, 0.0,0.0,1.0,1.0,1.0,1.0 
74, 0.0,0.0,0.0,-0.0,1.0,1.0 
95, 1.0,1.0,1.0,1.0,1.0,1.0 
111, 0.0,0.0,0.0,0.0,1.0,1.0 
90, 1.0,1.0,1.0,1.0,1.0,1.0 
78, 1.0,1.0,1.0,1.0,1.0,1.0 
159, 0.0,0.0,1.0,1.0,1.0,1.0 
31, 1.0,1.0,1.0,1.0,1.0,1.0 
112, 1.0,1.0,1.0,1.0,1.0,1.0 
70, -0.0,1.0,1.0,1.0,1.0,1.0 
33, 1.0,1.0,1.0,1.0,1.0,1.0 
121, 0.0,0.0,1.0,1.0,1.0,1.0 
69, 0.0,0.0,0.0,0.0,1.0,1.0 
114, 1.0,1.0,1.0,1.0,1.0,1.0 
165, -0.0,-0.0,1.0,1.0,1.0,1.0 
96, 0.0,0.0,1.0,1.0,1.0,1.0 
166, 0.0,1.0,1.0,1.0,1.0,1.0 
133, -0.0,0.0,1.0,1.0,1.0,1.0 
35, 0.0,0.0,1.0,1.0,1.0,1.0 
172, 0.0,0.0,1.0,1.0,1.0,1.0 
125, 0.0,0.0,1.0,1.0,1.0,1.0 
83, 0.0,0.0,1.0,1.0,1.0,1.0 
130, 1.0,1.0,1.0,1.0,1.0,1.0 
65, -0.0,0.0,1.0,1.0,1.0,1.0 
17, 0.0,0.0,1.0,1.0,1.0,1.0 
64, -0.0,0.0,1.0,1.0,1.0,1.0 
44, 0.0,0.0,1.0,1.0,1.0,1.0 
84, -0.0,0.0,1.0,1.0,1.0,1.0 
4, 0.0,0.0,1.0,1.0,1.0,1.0 
110, 0.0,0.0,1.0,1.0,1.0,1.0 
127, 1.0,1.0,1.0,1.0,1.0,1.0 
168, 1.0,1.0,1.0,1.0,1.0,1.0 
86, 1.0,1.0,1.0,1.0,1.0,1.0 
117, -0.0,0.0,0.0,0.0,1.0,1.0 
126, 1.0,1.0,1.0,1.0,1.0,1.0 
93, 1.0,1.0,1.0,1.0,1.0,1.0 
99, 0.0,1.0,1.0,1.0,1.0,1.0 
67, 0.0,1.0,1.0,1.0,1.0,1.0 
94, 1.0,1.0,1.0,1.0,1.0,1.0 
115, 0.0,0.0,0.0,0.0,1.0,1.0 
1, 0.0,0.0,1.0,1.0,1.0,1.0 
105, 1.0,1.0,1.0,1.0,1.0,1.0 
30, 1.0,1.0,1.0,1.0,1.0,1.0 
32, 1.0,1.0,1.0,1.0,1.0,1.0 
77, -0.0,0.0,1.0,1.0,1.0,1.0 
80, -0.0,1.0,1.0,1.0,1.0,1.0 
171, 0.0,0.0,1.0,1.0,1.0,1.0 
82, 1.0,1.0,1.0,1.0,1.0,1.0 
91, 0.0,0.0,1.0,1.0,1.0,1.0 
43, 0.0,0.0,1.0,1.0,1.0,1.0 
132, 0.0,0.0,0.0,1.0,1.0,1.0 
75, 1.0,1.0,1.0,1.0,1.0,1.0 
9, -0.0,-0.0,-0.0,1.0,1.0,1.0 
34, 1.0,1.0,1.0,1.0,1.0,1.0 
157, 0.0,0.0,1.0,1.0,1.0,1.0 
7, 0.0,0.0,1.0,1.0,1.0,1.0 
104, 0.0,0.0,1.0,1.0,1.0,1.0 
128, 1.0,1.0,1.0,1.0,1.0,1.0 
87, 1.0,1.0,1.0,1.0,1.0,1.0 
179, 1.0,1.0,1.0,1.0,1.0,1.0 
3, 0.0,0.0,1.0,1.0,1.0,1.0 
79, 1.0,1.0,1.0,1.0,1.0,1.0 
118, -0.0,0.0,1.0,1.0,1.0,1.0 
71, 0.0,0.0,1.0,1.0,1.0,1.0 
120, 0.0,1.0,1.0,1.0,1.0,1.0 
154, 0.0,0.0,1.0,1.0,1.0,1.0 
113, 1.0,1.0,1.0,1.0,1.0,1.0 
76, 1.0,1.0,1.0,1.0,1.0,1.0 
167, 1.0,1.0,1.0,1.0,1.0,1.0 
100, 1.0,1.0,1.0,1.0,1.0,1.0 
81, 1.0,1.0,1.0,1.0,1.0,1.0 
122, -0.0,0.0,1.0,1.0,1.0,1.0 
98, 1.0,1.0,1.0,1.0,1.0,1.0 
16, 0.0,0.0,1.0,1.0,1.0,1.0 
169, 1.0,1.0,1.0,1.0,1.0,1.0 
10, 0.0,0.0,1.0,1.0,1.0,1.0 
180, 0.0,0.0,0.0,0.0,0.0,0.0 
161, -0.0,0.0,1.0,1.0,1.0,1.0 
162, 0.0,0.0,1.0,1.0,1.0,1.0 
129, 1.0,1.0,1.0,1.0,1.0,1.0 
88, 1.0,1.0,1.0,1.0,1.0,1.0 
73, -0.0,0.0,1.0,1.0,1.0,1.0 
119, 0.0,0.0,1.0,1.0,1.0,1.0 
6, 0.0,0.0,1.0,1.0,1.0,1.0 
