Bus Index, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10
101, 0.0,0.0,0.0,0.0,0.0,1.0753174121138824,0.9899996365306122,1.0694919000119878,1.0886978677604502,0.9284366999740997 
102, 0.0,0.0,0.0,0.0,0.0,1.0761748323320275,0.991648660288928,1.071791087923378,1.0897396596845295,0.9313290903676832 
103, 0.0,0.0,0.0,0.0,0.9952643618627085,0.9930326297684563,0.9991575444391656,0.9912489507930795,1.0515802246164658,0.9426766450862838 
104, 0.0,0.0,0.0,0.0,0.0,1.0371439129481719,0.9840277075946725,1.0220248059862258,1.0604124121406973,0.9228921609312345 
105, 0.0,0.0,0.0,0.0,1.0574063831141045,1.0607937639223501,0.9996697600860913,1.0463621341984888,1.0813893521075912,0.9323192390400662 
106, 0.0,0.0,0.0,0.0,1.0997658832027677,1.0612087833358999,1.0225577741148095,1.0391881768805535,1.0834702876693418,0.9379114031783011 
107, 0.0,0.0,0.0,0.0,0.0,1.086521267115351,1.0875868105295816,1.0154512569872933,1.09063721598535,0.9708287629501546 
108, 0.0,0.0,0.0,0.0,1.1,0.9868969099282467,1.0342290089766086,0.995953119407003,1.0619860424613832,0.9381362579870981 
109, 0.0,0.0,0.0,1.0982527999999998,1.0388408992101956,1.021671482870292,1.0102563361577845,1.0134899289335804,1.0683674085491226,0.9488421600410787 
110, 0.0,0.0,0.0,1.0813740736357627,1.1,1.0568117003720294,1.036118783971843,1.0487368517481783,1.1,0.963115095232143 
111, 0.0,0.0,1.06970559545059,1.050036682671789,0.9697296644405646,0.9450992512396227,0.9937460927680598,0.9875394585429295,1.0476080351848975,0.9430548044795805 
112, 0.0,0.0,1.0603914919280506,1.073866722685237,1.0425599923198903,0.9812411655746548,1.007411043630379,1.0177703041926458,1.0638056160110174,0.9523793840676718 
113, 0.0,0.0,1.062352600908724,1.0269627446087726,0.9162347353571896,0.9066346968439838,1.003460401157371,1.0122980588715234,1.0708920038523402,0.9627257585843991 
114, 0.0,0.9,1.069723520218827,1.0449568720508722,0.918780034418959,0.9108198533837247,0.9848938758680421,0.952785808107525,1.0232495723944606,0.9384030748469049 
115, 0.0,0.0,0.0,1.0203030554120012,0.9039006431968157,0.9023313288959468,1.0325121402087327,0.9523961073698864,1.0441895762420939,0.9973438950317792 
116, 0.0,0.0,1.0731674682056513,1.0099488456895045,0.9062261922040564,0.9014485699124282,1.028309801014063,0.9604553803244636,1.0448608813665883,0.989453804570703 
117, 0.0,0.0,0.0,0.9945055844495544,0.9033047408445245,0.9011117959732992,1.0587834676781336,0.9572766326792491,1.0584353933586037,1.0257580631831358 
118, 0.0,0.0,0.0,0.0,0.9,0.9,1.068888023345424,0.9551567298884298,1.0595812505350928,1.0360990279022906 
119, 0.0,0.0,0.0,0.9,1.098008,1.098008,1.0262636535852268,0.9925486808819484,1.0557915220657421,0.9804062951043074 
120, 0.0,0.0,1.1,0.9,1.1,1.1,1.0307778116217492,1.0302698143591889,1.074833174048941,0.9823057925592271 
121, 0.0,0.0,0.0,0.0,0.9050161882154434,0.9091960605960757,1.0736604685403306,0.9636016243811304,1.071087739418376,1.0471474 
122, 0.0,0.0,0.0,0.0,0.0,0.9110967259373218,1.0937963884051172,0.9513403255746793,1.0915741660251663,1.080833564090731 
123, 0.0,0.9,1.0514170792200395,1.0998952182987003,1.0906377317967164,0.9541845128165264,1.0366984427186383,1.054509875870217,1.0886790579336099,0.9870941916513069 
124, 0.0,0.0,0.0,0.0,0.932512101586636,0.9273972558554306,1.00898228313551,0.956327886584335,1.0357157020802217,0.9673335813993738 
201, 0.0,0.0,0.0,0.0,0.0,1.0930183962201732,1.058264739455282,1.0854330680292514,1.0964765,1.0931295219276231 
202, 0.0,0.0,0.0,0.0,0.0,1.0947912067850976,1.0560810628707806,1.0838465088929952,1.0963177822807815,1.094357827962247 
203, 0.0,0.0,0.0,0.0,1.0614099749133457,1.0624510361853565,1.0795986786583374,1.045308695156519,1.073560652806097,1.035921638708537 
204, 0.0,0.0,0.0,0.0,1.0711913707303264,1.0743605524694873,1.0558185329736227,1.054496383488591,1.0652809010052846,1.0605216004264792 
205, 0.0,0.0,0.0,0.0,1.0698049611867977,1.0785294212386947,1.0658571682785583,1.0797629099237587,1.085393050937254,1.0836826311402163 
206, 0.0,0.0,0.0,0.0,1.0828505974527813,1.1,1.087408087398901,1.0936899950211598,1.0847761097551611,1.0843295487055964 
207, 0.0,0.0,0.0,0.0,0.0,1.0622937220618873,0.9655726654792958,0.9231954278462678,1.0292093283709696,0.9729342052726356 
208, 0.0,0.0,0.0,0.0,1.066764007910557,1.0590607536625596,1.003097703362694,0.9642582207010878,1.0273951309084794,0.9934220443698047 
209, 0.0,0.0,0.0,1.0977152000000014,1.06952806145876,1.0726880145406963,1.0719970077685963,1.0624763694180794,1.0718100420707553,1.0647888446943408 
210, 0.0,0.0,0.0,1.079136314932338,1.1,1.1,1.1,1.1,1.1,1.1 
211, 0.0,0.0,1.0650485436893204,1.0564964741543525,0.9628569950661436,0.9805696627070748,1.0501930793779242,1.0652465646642002,1.0576186769560036,1.0650375264130154 
212, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0679621182205863,1.0560307977346173,1.0669105389038573 
213, 0.0,0.0,0.0,1.0540015999999999,0.9267413720000002,0.9687891936459563,1.0730266293007473,1.079891068226013,1.0492540756208732,1.0786114679112104 
214, 0.0,0.9,1.0417082552724535,1.047532336415411,0.9228294971408484,0.9295454500000001,1.031226439364633,1.069632399906519,1.0691577375658257,1.0683973824887838 
215, 0.0,0.0,0.0,1.029698485988911,0.9,0.9,1.0636584083092104,1.0628625055760748,1.0813094406351247,1.0610580172345592 
216, 0.0,0.0,1.0033939957651667,1.0292828796738098,0.9016484572664684,0.9019975608760666,1.058268617048437,1.0712785406551344,1.0800495252619777,1.0674524923698891 
217, 0.0,0.0,0.9878534886595285,1.0364963263132672,0.9011132962408525,0.9010840011573811,1.0759681607209883,1.079031069234862,1.0890447959767207,1.0679715197295765 
218, 0.0,0.0,0.0,1.0316925258692486,0.9,0.9,1.0806989816006598,1.0821192795249515,1.0894853249431187,1.0763923839115725 
219, 0.0,0.0,0.0,0.9,0.9,0.9,1.0600911663777055,1.073098846636753,1.070978016316594,1.0675548263435275 
220, 0.0,0.0,0.0,0.0,0.900425652802389,0.9360603884476678,1.0712116280149384,1.0840585580313733,1.0726089813938604,1.0770770729525323 
221, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
222, 0.0,0.0,0.0,1.0843515256459995,0.9103082513894223,0.9102470795286249,1.1,1.1,1.1,1.0991369609520996 
223, 0.0,0.0,0.0,0.0,0.902880422041753,0.9384790953345588,1.0806911509438235,1.0935315051919074,1.0768303428222372,1.0857417556114601 
224, 0.0,0.0,0.0,0.0,0.0,1.0460689671702494,1.0566225120809958,1.0454851767342772,1.0673119390081978,1.0410560185663522 
301, 0.0,0.0,0.0,0.0,0.0,1.0614111899999998,1.0906454511668675,1.0961387822114765,1.0437548433454087,0.9177496367160419 
302, 0.0,0.0,0.0,0.0,0.0,1.0876945337678539,1.090284720079192,1.0964765,1.042979521326461,0.9176494331074372 
303, 0.0,0.0,0.0,0.0,0.9907132021790576,1.0367394781291246,1.0694022501534346,1.0601687544213867,1.0377745539667185,0.9234577582938066 
304, 0.0,0.0,0.0,0.0,0.994425863006822,1.024149803994288,1.0407488440732575,1.0130032816839225,1.0202316021640008,0.9123345399530517 
305, 0.0,0.0,0.0,0.0,1.0501496979580782,1.0468603018901952,1.0884897282427748,1.0845158085913043,1.0443238341661507,0.9249362470087608 
306, 0.0,0.0,0.0,0.0,1.0743919878376997,1.098120462626162,1.0965350922530182,1.074183254502586,1.039870839636069,0.9313465169872206 
307, 0.0,0.0,0.0,0.0,0.0,1.0614111899999998,0.999948160307641,0.9576946923079287,0.9267413720000003,0.9089132526331071 
308, 0.0,0.0,0.0,0.0,1.0513673094322464,1.0535836268793475,1.020129714065402,0.9779200629120054,0.951391080627228,0.9 
309, 0.0,0.0,0.0,1.0982527999999998,0.9929860948937461,1.0226234797650564,1.059154183439316,1.047089416127659,1.033835154470334,0.9409099948880715 
310, 0.0,0.0,0.0,1.0813740736357622,1.0691488663090116,1.1,1.1,1.0862591973737168,1.0588913353456901,0.9591565840551637 
311, 0.0,0.0,0.9,1.0594884447407609,0.951713188833463,0.9754946714117199,1.019338182735268,1.0462662495513941,1.0325635965643136,0.934158920828498 
312, 0.0,0.0,0.0,0.0,0.0,0.0,1.0457837353862691,1.0431066640192204,1.0265778773736225,0.9613244204610844 
313, 0.0,0.0,0.0,1.051045091483067,0.9155700991159407,0.939680310709848,1.0332605032774809,1.0410468131227095,1.0268380542788202,0.9640718830973316 
314, 0.0,0.9,0.9,0.9,0.9215641519133037,0.93973995026791,0.9740101241541419,1.063161810192649,1.055995701911269,0.9209848743609891 
315, 0.0,0.0,0.0,0.9,0.9014241351777332,0.9804626378610459,1.0663716518707769,1.0759694134775775,1.0728982495418946,0.9382932755281964 
316, 0.0,0.0,0.9,0.9,0.8999999999999999,0.9764179062027847,1.0584306455129402,1.0745676913350755,1.0701572161774773,0.9491901470301989 
317, 0.0,0.0,0.0,0.9,0.9015982423383727,0.9050072193462606,1.0578931555465596,1.082997798895059,1.0791119990310234,0.9548621774181311 
318, 0.0,0.0,0.0,0.0,0.9,0.9018009660032107,1.0510120543249986,1.0832860039032837,1.0797361327362784,0.9577719049621921 
319, 0.0,0.0,0.0,0.9,0.9004513086248201,0.968435833387012,1.0587599772332474,1.0644954966566524,1.0575271975460396,0.984272741278411 
320, 0.0,0.0,0.0,0.0,0.9122500296655068,0.9217700965346343,1.068821851406257,1.0653233274901242,1.0560040409821925,1.0247262205104284 
321, 0.0,0.0,0.0,0.0,0.9027634163380032,0.9626944798572241,1.0886907051775496,1.094658815734506,1.0895321500020902,0.9535752297566134 
322, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.9489073074920947 
323, 0.0,0.0,0.0,0.0,0.9149677012785193,0.9251922301363935,1.0774566741210492,1.0690786164772343,1.0586730048288906,1.0503728254999998 
324, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
325, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
1001, 0.0,0.0,0.0,0.0,1.1,1.1,0.9935231365306121,1.1,1.1,0.9284366999740997 
1002, 0.0,0.0,0.0,0.0,1.0999999999999999,1.1,0.9935231365306121,1.0694919000119878,1.0886978677604502,0.9284366999740996 
1003, 0.0,0.0,0.0,0.0,1.1,1.1,0.9568180823728285,1.1,1.1,0.9 
1004, 0.0,0.0,0.0,0.0,1.1,1.1,0.9575036353306122,1.1,1.1,0.9 
1005, 0.0,0.0,0.0,0.0,1.0999647650000002,1.1,1.048024660288928,1.075314587923378,1.0932631596845295,0.9313290903676832 
1006, 0.0,0.0,0.0,0.0,1.1,1.1,1.048024660288928,1.1,1.1,0.9313290903676832 
1007, 0.0,0.0,0.0,0.0,1.0963038472972735,1.1,0.959152659088928,1.1,1.1,0.9783856391676832 
1008, 0.0,0.0,0.0,0.0,1.1,1.1,0.959152659088928,1.1,1.083322244717743,0.9 
1009, 0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.0114136314872932,1.1,0.9667911374501547 
1010, 0.0,0.0,1.031850516128724,1.0261267550894893,0.9,0.9,0.9767190291573705,0.985556686871523,1.1,0.9359843865843989 
1011, 0.0,0.0,1.1,1.0655515546087726,0.9,0.9,0.9767190291573705,0.9855566868715232,1.1,0.9359843865843989 
1012, 0.0,0.0,1.1,0.9964978946087724,0.9,0.9,0.9767190291573705,1.0546103468715233,1.1,0.9359843865843989 
1013, 0.0,0.0,1.1,0.9964978946087724,0.9,0.9,0.9767190291573705,0.985556686871523,1.1,0.9359843865843989 
