Branch Index, From/To, To/From, 1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0
(1, 1, 2), 0.0,0.0,-0.0,0.0,-0.0,0.0,-143.0,31.0,22.0,-46.0 
(1, 2, 1), 0.0,0.0,0.0,0.0,0.0,0.0,70.0,-106.0,-97.0,-21.0 
(2, 1, 39), 0.0,0.0,0.0,-0.0,0.0,-0.0,143.0,-31.0,-22.0,46.0 
(2, 39, 1), 0.0,-0.0,-68.0,-69.0,-68.0,-72.0,-215.0,-50.0,-59.0,-115.0 
(3, 2, 3), 0.0,0.0,-52.0,-52.0,-70.0,-47.0,-48.0,-124.0,-128.0,110.0 
(3, 3, 2), 0.0,0.0,24.0,24.0,42.0,19.0,20.0,97.0,100.0,-134.0 
(4, 2, 25), 0.0,0.0,0.0,0.0,18.0,140.0,127.0,180.0,197.0,-140.0 
(4, 25, 2), 0.0,0.0,0.0,0.0,-33.0,-156.0,-142.0,-196.0,-213.0,125.0 
(5, 3, 4), 0.0,0.0,-24.0,-24.0,-42.0,-19.0,-2.0,-76.0,-73.0,-45.0 
(5, 4, 3), 0.0,0.0,-0.0,-0.0,18.0,-6.0,-22.0,52.0,49.0,25.0 
(6, 3, 18), 0.0,0.0,0.0,-0.0,-0.0,-0.0,-18.0,-21.0,-27.0,-71.0 
(6, 18, 3), 0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-3.0,3.0,51.0 
(7, 4, 5), 0.0,0.0,0.0,0.0,0.0,0.0,62.0,-43.0,-34.0,-100.0 
(7, 5, 4), 0.0,0.0,0.0,0.0,0.0,0.0,-77.0,29.0,19.0,87.0 
(8, 4, 14), 0.0,0.0,15.0,15.0,-3.0,20.0,-27.0,5.0,-2.0,-17.0 
(8, 14, 4), 0.0,0.0,-30.0,-30.0,-12.0,-35.0,12.0,-20.0,-14.0,4.0 
(9, 5, 6), 0.0,0.0,0.0,0.0,-0.0,0.0,122.0,88.0,95.0,-84.0 
(9, 6, 5), 0.0,0.0,0.0,0.0,0.0,0.0,-127.0,-93.0,-100.0,80.0 
(10, 5, 8), 0.0,0.0,211.0,213.0,209.0,194.0,168.0,101.0,105.0,187.0 
(10, 8, 5), 0.0,0.0,-226.0,-228.0,-224.0,-208.0,-184.0,-117.0,-121.0,-201.0 
(11, 6, 7), 0.0,0.0,63.0,63.0,75.0,109.0,236.0,189.0,191.0,292.0 
(11, 7, 6), 0.0,0.0,-74.0,-74.0,-86.0,-119.0,-248.0,-201.0,-203.0,-303.0 
(12, 6, 11), 0.0,0.0,-63.0,-63.0,-75.0,-109.0,2.0,48.0,67.0,-78.0 
(12, 11, 6), 0.0,0.0,49.0,49.0,61.0,96.0,-16.0,-63.0,-82.0,65.0 
(13, 7, 8), 0.0,0.0,-194.0,-194.0,-182.0,-258.0,-129.0,-176.0,-174.0,-74.0 
(13, 8, 7), 0.0,0.0,187.0,186.0,175.0,251.0,121.0,168.0,166.0,67.0 
(14, 8, 9), 0.0,0.0,40.0,42.0,39.0,-55.0,50.0,-63.0,-57.0,-42.0 
